year,utility_id,utility_name,state,county_name
2009,162,Aiken Electric Coop Inc,SC,Greenwood
2009,162,Aiken Electric Coop Inc,SC,Lexington
2009,162,Aiken Electric Coop Inc,SC,McCormick
2009,162,Aiken Electric Coop Inc,SC,Orangeburg
2009,162,Aiken Electric Coop Inc,SC,Saluda
2009,174,Aitkin Public Utilities Comm,MN,Aitkin
2009,176,Ajo Improvement Co,AZ,Pima
2009,182,City of Akron,IA,Plymouth
2009,183,Village of Akron,NY,Erie
2009,191,Alamo Power District No 3,NV,Lincoln
2009,192,Akiachak Native Community Electric Co,AK,Akiachak
2009,192,Akiachak Native Community Electric Co,AK,Bethel
2009,195,Alabama Power Co,AL,Autauga
2009,195,Alabama Power Co,AL,Baldwin
2009,195,Alabama Power Co,AL,Barbour
2009,195,Alabama Power Co,AL,Bibb
2009,195,Alabama Power Co,AL,Blount
2009,195,Alabama Power Co,AL,Bullock
2009,195,Alabama Power Co,AL,Butler
2009,195,Alabama Power Co,AL,Calhoun
2009,195,Alabama Power Co,AL,Chambers
2009,195,Alabama Power Co,AL,Cherokee
2009,195,Alabama Power Co,AL,Chilton
2009,195,Alabama Power Co,AL,Choctaw
2009,195,Alabama Power Co,AL,Clarke
2009,195,Alabama Power Co,AL,Clay
2009,195,Alabama Power Co,AL,Cleburne
2009,195,Alabama Power Co,AL,Coffee
2009,195,Alabama Power Co,AL,Conecuh
2009,195,Alabama Power Co,AL,Coosa
2009,195,Alabama Power Co,AL,Covington
2009,195,Alabama Power Co,AL,Crenshaw
2009,195,Alabama Power Co,AL,Cullman
2009,195,Alabama Power Co,AL,Dale
2009,195,Alabama Power Co,AL,Dallas
2009,195,Alabama Power Co,AL,Elmore
2009,195,Alabama Power Co,AL,Escambia
2009,195,Alabama Power Co,AL,Etowah
2009,195,Alabama Power Co,AL,Fayette
2009,195,Alabama Power Co,AL,Franklin
2009,195,Alabama Power Co,AL,Geneva
2009,195,Alabama Power Co,AL,Greene
2009,195,Alabama Power Co,AL,Hale
2009,195,Alabama Power Co,AL,Henry
2009,195,Alabama Power Co,AL,Houston
2009,195,Alabama Power Co,AL,Jefferson
2009,195,Alabama Power Co,AL,Lamar
2009,195,Alabama Power Co,AL,Lawrence
2009,195,Alabama Power Co,AL,Lee
2009,195,Alabama Power Co,AL,Lowndes
2009,195,Alabama Power Co,AL,Macon
2009,195,Alabama Power Co,AL,Marengo
2009,195,Alabama Power Co,AL,Marion
2009,195,Alabama Power Co,AL,Marshall
2009,195,Alabama Power Co,AL,Mobile
2009,195,Alabama Power Co,AL,Monroe
2009,195,Alabama Power Co,AL,Montgomery
2009,195,Alabama Power Co,AL,Perry
2009,195,Alabama Power Co,AL,Pickens
2009,195,Alabama Power Co,AL,Randolph
2009,195,Alabama Power Co,AL,Russell
2009,195,Alabama Power Co,AL,Saint Clair
2009,195,Alabama Power Co,AL,Shelby
2009,195,Alabama Power Co,AL,Sumter
2009,195,Alabama Power Co,AL,Talladega
2009,195,Alabama Power Co,AL,Tallapoosa
2009,195,Alabama Power Co,AL,Tuscaloosa
2009,195,Alabama Power Co,AL,Walker
2009,195,Alabama Power Co,AL,Washington
2009,195,Alabama Power Co,AL,Wilcox
2009,195,Alabama Power Co,AL,Winston
2009,198,City of Alton,IA,Sioux
2009,201,City of Alachua,FL,Alachua
2009,202,Town of Black Creek,NC,Wilson
2009,207,City of Alameda,CA,Alameda
2009,213,Alaska Electric Light&Power Co,AK,Juneau
2009,219,Alaska Power Co,AK,Haines
2009,219,Alaska Power Co,AK,Prince of Wale
2009,219,Alaska Power Co,AK,Skagway-Yakutat
2009,219,Alaska Power Co,AK,Yukon-Koyuku
2009,221,"Alaska Village Elec Coop, Inc",AK,"Borough, Kodiak Island"
2009,221,"Alaska Village Elec Coop, Inc",AK,unincorporated
2009,228,City of Albany,MO,Gentry
2009,229,City of Albany,IL,Whiteside
2009,230,Albany Water Gas & Light Comm,GA,Dougherty
2009,230,Albany Water Gas & Light Comm,GA,Lee
2009,232,City of Albemarle,NC,Stanly
2009,240,Albemarle Electric Member Corp,NC,Camden
2009,240,Albemarle Electric Member Corp,NC,Chowan
2009,240,Albemarle Electric Member Corp,NC,Currituck
2009,240,Albemarle Electric Member Corp,NC,Pasquotank
2009,240,Albemarle Electric Member Corp,NC,Perquimans
2009,241,Albertville Municipal Utils Bd,AL,Marshall
2009,244,City of Albion,ID,Cassia
2009,266,City of Alpha,MN,Jackson
2009,276,Alcorn County Elec Power Assn,MS,Alcorn
2009,282,Village of Arcadia,OH,Hancock
2009,287,"Alder Mutual Light Co, Inc",WA,Pierce
2009,289,City of Alexander City,AL,Tallapoosa
2009,295,City of Alexandria,MN,Douglas
2009,296,"Alfalfa Electric Coop, Inc",KS,Barber
2009,296,"Alfalfa Electric Coop, Inc",KS,Harper
2009,296,"Alfalfa Electric Coop, Inc",OK,Alfalfa
2009,296,"Alfalfa Electric Coop, Inc",OK,Garfield
2009,296,"Alfalfa Electric Coop, Inc",OK,Grant
2009,296,"Alfalfa Electric Coop, Inc",OK,Major
2009,296,"Alfalfa Electric Coop, Inc",OK,Woods
2009,298,City of Alexandria,LA,Rapides
2009,305,Alger-Delta Coop Electric Assn,MI,Alger
2009,305,Alger-Delta Coop Electric Assn,MI,Delta
2009,305,Alger-Delta Coop Electric Assn,MI,Dickinson
2009,305,Alger-Delta Coop Electric Assn,MI,Marquette
2009,305,Alger-Delta Coop Electric Assn,MI,Menominee
2009,305,Alger-Delta Coop Electric Assn,MI,Schoolcraft
2009,307,Algoma Utility Comm,WI,Kewaunee
2009,308,City of Acworth,GA,Bartow
2009,308,City of Acworth,GA,Cobb
2009,309,City of Algona,IA,Kossuth
2009,329,"Allamakee-Clayton El Coop, Inc",IA,Allamakee
2009,329,"Allamakee-Clayton El Coop, Inc",IA,Bremer
2009,329,"Allamakee-Clayton El Coop, Inc",IA,Chickasaw
2009,329,"Allamakee-Clayton El Coop, Inc",IA,Clayton
2009,329,"Allamakee-Clayton El Coop, Inc",IA,Delaware
2009,329,"Allamakee-Clayton El Coop, Inc",IA,Dubuque
2009,329,"Allamakee-Clayton El Coop, Inc",IA,Fayette
2009,329,"Allamakee-Clayton El Coop, Inc",IA,Winneshiek
2009,366,City of Allendale,IL,Wabash
2009,367,City of Alliance,NE,Box Butte
2009,385,City of Alma,KS,Wabaunsee
2009,392,Alpena Power Co,MI,Alcona
2009,392,Alpena Power Co,MI,Alpena
2009,392,Alpena Power Co,MI,Montmorency
2009,392,Alpena Power Co,MI,Presque Isle
2009,405,City of Alta,IA,Buena Vista
2009,406,Altamont City of,IL,Effingham
2009,407,Altamaha Electric Member Corp,GA,Emanuel
2009,407,Altamaha Electric Member Corp,GA,Johnson
2009,407,Altamaha Electric Member Corp,GA,Laurens
2009,407,Altamaha Electric Member Corp,GA,Montgomery
2009,407,Altamaha Electric Member Corp,GA,Tattnall
2009,407,Altamaha Electric Member Corp,GA,Toombs
2009,407,Altamaha Electric Member Corp,GA,Treutlen
2009,408,City of Altamont,KS,Labette
2009,416,City of Altus,OK,Jackson
2009,432,City of Alta Vista,IA,Chickasaw
2009,471,Amana Society Service Co,IA,Iowa
2009,482,City of Alvarado,MN,Marshall
2009,554,Ames City of,IA,Story
2009,560,City of Amherst,OH,Lorain
2009,562,Amicalola Electric Member Corp,GA,Bartow
2009,562,Amicalola Electric Member Corp,GA,Cherokee
2009,562,Amicalola Electric Member Corp,GA,Dawson
2009,562,Amicalola Electric Member Corp,GA,Fannin
2009,562,Amicalola Electric Member Corp,GA,Forsyth
2009,562,Amicalola Electric Member Corp,GA,Gilmer
2009,562,Amicalola Electric Member Corp,GA,Gordon
2009,562,Amicalola Electric Member Corp,GA,Lumpkin
2009,562,Amicalola Electric Member Corp,GA,Murray
2009,562,Amicalola Electric Member Corp,GA,Pickens
2009,571,City of Amory,MS,Monroe
2009,577,City of Alcoa Utilities,TN,Blount
2009,588,Anadarko Public Works Auth,OK,Caddo
2009,590,City of Anaheim,CA,Orange
2009,599,Anchorage Municipal Light and Power,AK,Anchorage
2009,604,City of Andalusia,AL,Covington
2009,636,City of Anderson,IN,Madison
2009,661,Village of Andover,NY,Allegany
2009,669,Village of Angelica,NY,Allegany
2009,682,City of Anita,IA,Cass
2009,689,Connexus Energy,MN,Anoka
2009,689,Connexus Energy,MN,Chisago
2009,689,Connexus Energy,MN,Hennepin
2009,689,Connexus Energy,MN,Isanti
2009,689,Connexus Energy,MN,Ramsey
2009,689,Connexus Energy,MN,Sherburne
2009,689,Connexus Energy,MN,Washington
2009,690,City of Bardstown,KY,Nelson
2009,691,City of Anoka,MN,Anoka
2009,691,City of Anoka,MN,Hennepin
2009,694,Anza Electric Coop Inc,CA,Riverside
2009,695,City of Ansley,NE,Custer
2009,700,City of Anthon,IA,Woodbury
2009,701,City of Anthony,KS,Harper
2009,712,Arkansas River Power Authority,NM,Colfax
2009,719,Town of Apex,NC,Wake
2009,723,City of Aplington,IA,Butler
2009,727,Appalachian Electric Coop,TN,Grainger
2009,727,Appalachian Electric Coop,TN,Hamblen
2009,727,Appalachian Electric Coop,TN,Jefferson
2009,727,Appalachian Electric Coop,TN,Sevier
2009,733,Appalachian Power Co,VA,Albemarle
2009,733,Appalachian Power Co,VA,Amherst
2009,733,Appalachian Power Co,VA,Appomattox
2009,733,Appalachian Power Co,VA,Bedford
2009,733,Appalachian Power Co,VA,Bland
2009,733,Appalachian Power Co,VA,Botetourt
2009,733,Appalachian Power Co,VA,Buchanan
2009,733,Appalachian Power Co,VA,Buckingham
2009,733,Appalachian Power Co,VA,Campbell
2009,733,Appalachian Power Co,VA,Carroll
2009,733,Appalachian Power Co,VA,Craig
2009,733,Appalachian Power Co,VA,Dickenson
2009,733,Appalachian Power Co,VA,Floyd
2009,733,Appalachian Power Co,VA,Fluvanna
2009,733,Appalachian Power Co,VA,Franklin
2009,733,Appalachian Power Co,VA,Giles
2009,733,Appalachian Power Co,VA,Grayson
2009,733,Appalachian Power Co,VA,Henry
2009,733,Appalachian Power Co,VA,Montgomery
2009,733,Appalachian Power Co,VA,Nelson
2009,733,Appalachian Power Co,VA,Patrick
2009,733,Appalachian Power Co,VA,Pittsylvania
2009,733,Appalachian Power Co,VA,Pulaski
2009,733,Appalachian Power Co,VA,Roanoke
2009,733,Appalachian Power Co,VA,Russell
2009,733,Appalachian Power Co,VA,Scott
2009,733,Appalachian Power Co,VA,Smyth
2009,733,Appalachian Power Co,VA,Tazewell
2009,733,Appalachian Power Co,VA,Washington
2009,733,Appalachian Power Co,VA,Wise
2009,733,Appalachian Power Co,VA,Wythe
2009,733,Appalachian Power Co,WV,Boone
2009,733,Appalachian Power Co,WV,Cabell
2009,733,Appalachian Power Co,WV,Clay
2009,733,Appalachian Power Co,WV,Fayette
2009,733,Appalachian Power Co,WV,Greenbrier
2009,733,Appalachian Power Co,WV,Jackson
2009,733,Appalachian Power Co,WV,Kanawha
2009,733,Appalachian Power Co,WV,Lincoln
2009,733,Appalachian Power Co,WV,Logan
2009,733,Appalachian Power Co,WV,Mason
2009,733,Appalachian Power Co,WV,McDowell
2009,733,Appalachian Power Co,WV,Mercer
2009,733,Appalachian Power Co,WV,Mingo
2009,733,Appalachian Power Co,WV,Monroe
2009,733,Appalachian Power Co,WV,Nicholas
2009,733,Appalachian Power Co,WV,Putnam
2009,733,Appalachian Power Co,WV,Raleigh
2009,733,Appalachian Power Co,WV,Roane
2009,733,Appalachian Power Co,WV,Summers
2009,733,Appalachian Power Co,WV,Wayne
2009,733,Appalachian Power Co,WV,Wyoming
2009,737,Aguila Irrigation District,AZ,No owned distribution assets
2009,750,Arab Electric Coop Inc,AL,Cullman
2009,750,Arab Electric Coop Inc,AL,Marshall
2009,752,City of Arapahoe,NE,Furnas
2009,764,City of Arcadia,KS,Crawford
2009,765,Arcadia City of,WI,Trempealeau
2009,768,Arcanum City of,OH,Darke
2009,789,Town of Argos,IN,Marshall
2009,792,City of Argyle,WI,Lafayette
2009,798,Arizona Power Authority,AZ,NONE
2009,803,Arizona Public Service Co,AZ,Apache
2009,803,Arizona Public Service Co,AZ,Cochise
2009,803,Arizona Public Service Co,AZ,Coconino
2009,803,Arizona Public Service Co,AZ,Gila
2009,803,Arizona Public Service Co,AZ,Graham
2009,803,Arizona Public Service Co,AZ,Greenlee
2009,803,Arizona Public Service Co,AZ,Maricopa
2009,803,Arizona Public Service Co,AZ,Mohave
2009,803,Arizona Public Service Co,AZ,Navajo
2009,803,Arizona Public Service Co,AZ,Pima
2009,803,Arizona Public Service Co,AZ,Pinal
2009,803,Arizona Public Service Co,AZ,Santa Cruz
2009,803,Arizona Public Service Co,AZ,Yavapai
2009,803,Arizona Public Service Co,AZ,Yuma
2009,814,Entergy Arkansas Inc,AR,Arkansas
2009,814,Entergy Arkansas Inc,AR,Ashley
2009,814,Entergy Arkansas Inc,AR,Baxter
2009,814,Entergy Arkansas Inc,AR,Boone
2009,814,Entergy Arkansas Inc,AR,Bradley
2009,814,Entergy Arkansas Inc,AR,Calhoun
2009,814,Entergy Arkansas Inc,AR,Carroll
2009,814,Entergy Arkansas Inc,AR,Chicot
2009,814,Entergy Arkansas Inc,AR,Clark
2009,814,Entergy Arkansas Inc,AR,Clay
2009,814,Entergy Arkansas Inc,AR,Cleburne
2009,814,Entergy Arkansas Inc,AR,Cleveland
2009,814,Entergy Arkansas Inc,AR,Columbia
2009,814,Entergy Arkansas Inc,AR,Conway
2009,814,Entergy Arkansas Inc,AR,Craighead
2009,814,Entergy Arkansas Inc,AR,Crittenden
2009,814,Entergy Arkansas Inc,AR,Cross
2009,814,Entergy Arkansas Inc,AR,Dallas
2009,814,Entergy Arkansas Inc,AR,Desha
2009,814,Entergy Arkansas Inc,AR,Drew
2009,814,Entergy Arkansas Inc,AR,Faulkner
2009,814,Entergy Arkansas Inc,AR,Fulton
2009,814,Entergy Arkansas Inc,AR,Garland
2009,814,Entergy Arkansas Inc,AR,Grant
2009,814,Entergy Arkansas Inc,AR,Greene
2009,814,Entergy Arkansas Inc,AR,Hempstead
2009,814,Entergy Arkansas Inc,AR,Hot Spring
2009,814,Entergy Arkansas Inc,AR,Independence
2009,814,Entergy Arkansas Inc,AR,Izard
2009,814,Entergy Arkansas Inc,AR,Jackson
2009,814,Entergy Arkansas Inc,AR,Jefferson
2009,814,Entergy Arkansas Inc,AR,Johnson
2009,814,Entergy Arkansas Inc,AR,Lafayette
2009,814,Entergy Arkansas Inc,AR,Lawrence
2009,814,Entergy Arkansas Inc,AR,Lee
2009,814,Entergy Arkansas Inc,AR,Lincoln
2009,814,Entergy Arkansas Inc,AR,Logan
2009,814,Entergy Arkansas Inc,AR,Lonoke
2009,814,Entergy Arkansas Inc,AR,Marion
2009,814,Entergy Arkansas Inc,AR,Miller
2009,814,Entergy Arkansas Inc,AR,Mississippi
2009,814,Entergy Arkansas Inc,AR,Monroe
2009,814,Entergy Arkansas Inc,AR,Montgomery
2009,814,Entergy Arkansas Inc,AR,Nevada
2009,814,Entergy Arkansas Inc,AR,Newton
2009,814,Entergy Arkansas Inc,AR,Ouachita
2009,814,Entergy Arkansas Inc,AR,Perry
2009,814,Entergy Arkansas Inc,AR,Phillips
2009,814,Entergy Arkansas Inc,AR,Pike
2009,814,Entergy Arkansas Inc,AR,Poinsett
2009,814,Entergy Arkansas Inc,AR,Pope
2009,814,Entergy Arkansas Inc,AR,Prairie
2009,814,Entergy Arkansas Inc,AR,Pulaski
2009,814,Entergy Arkansas Inc,AR,Randolph
2009,814,Entergy Arkansas Inc,AR,Saline
2009,814,Entergy Arkansas Inc,AR,Scott
2009,814,Entergy Arkansas Inc,AR,Searcy
2009,814,Entergy Arkansas Inc,AR,Sharp
2009,814,Entergy Arkansas Inc,AR,St Francis
2009,814,Entergy Arkansas Inc,AR,Stone
2009,814,Entergy Arkansas Inc,AR,Union
2009,814,Entergy Arkansas Inc,AR,Van Buren
2009,814,Entergy Arkansas Inc,AR,White
2009,814,Entergy Arkansas Inc,AR,Woodruff
2009,814,Entergy Arkansas Inc,AR,Yell
2009,814,Entergy Arkansas Inc,TN,Shelby
2009,814,Entergy Arkansas Inc,TN,Tipton
2009,817,Arkansas Valley Elec Coop Corp,AR,Crawford
2009,817,Arkansas Valley Elec Coop Corp,AR,Franklin
2009,817,Arkansas Valley Elec Coop Corp,AR,Johnson
2009,817,Arkansas Valley Elec Coop Corp,AR,Logan
2009,817,Arkansas Valley Elec Coop Corp,AR,Madison
2009,817,Arkansas Valley Elec Coop Corp,AR,Newton
2009,817,Arkansas Valley Elec Coop Corp,AR,Pope
2009,817,Arkansas Valley Elec Coop Corp,AR,Scott
2009,817,Arkansas Valley Elec Coop Corp,AR,Sebastian
2009,817,Arkansas Valley Elec Coop Corp,AR,Yell
2009,817,Arkansas Valley Elec Coop Corp,OK,Adair
2009,817,Arkansas Valley Elec Coop Corp,OK,Le Flore
2009,817,Arkansas Valley Elec Coop Corp,OK,Sequoyah
2009,828,City of Arlington,MN,Sibley
2009,831,City of Arlington,SD,Brookings
2009,831,City of Arlington,SD,Kingsbury
2009,832,City of Arma,KS,Crawford
2009,871,Village of Arnold,NE,Custer
2009,878,Atmautluak Tribal Utilities,AK,Bethel
2009,887,"Arrowhead Electric Coop, Inc",MN,Cook
2009,887,"Arrowhead Electric Coop, Inc",MN,Lake
2009,902,Town of Ashburnham,MA,Worcester
2009,906,Town of Ashland,NH,Grafton
2009,907,City of Ashland,OR,Jackson
2009,911,City of Ashland,KS,Clark
2009,918,City of Aspen,CO,Pitkin
2009,925,"Ashley Chicot Elec Coop, Inc",AR,Ashley
2009,925,"Ashley Chicot Elec Coop, Inc",AR,Chicot
2009,925,"Ashley Chicot Elec Coop, Inc",AR,Drew
2009,925,"Ashley Chicot Elec Coop, Inc",LA,Morehouse Parish
2009,942,Atchison-Holt Electric Coop,IA,Fremont
2009,942,Atchison-Holt Electric Coop,IA,Page
2009,942,Atchison-Holt Electric Coop,MO,Atchison
2009,942,Atchison-Holt Electric Coop,MO,Holt
2009,942,Atchison-Holt Electric Coop,MO,Nodaway
2009,942,Atchison-Holt Electric Coop,NE,Nemaha
2009,944,City of Athens,AL,Limestone
2009,947,Athens Utility Board,TN,McMinn
2009,963,Atlantic City Electric Co,NJ,Atlantic
2009,963,Atlantic City Electric Co,NJ,Burlington
2009,963,Atlantic City Electric Co,NJ,Camden
2009,963,Atlantic City Electric Co,NJ,Cape May
2009,963,Atlantic City Electric Co,NJ,Cumberland
2009,963,Atlantic City Electric Co,NJ,Gloucester
2009,963,Atlantic City Electric Co,NJ,Ocean
2009,963,Atlantic City Electric Co,NJ,Salem
2009,965,Atlantic Municipal Utilities,IA,Audubon
2009,965,Atlantic Municipal Utilities,IA,Cass
2009,965,Atlantic Municipal Utilities,IA,Pottawattami
2009,965,Atlantic Municipal Utilities,IA,Shelby
2009,989,City of Attica,KS,Harper
2009,993,Auburn Board of Public Works,NE,Johnson
2009,993,Auburn Board of Public Works,NE,Nemaha
2009,993,Auburn Board of Public Works,NE,Richardson
2009,994,City of Auburn,IN,De Kalb County
2009,995,City of Auburn,IA,Sac
2009,998,City of Augusta,KS,Butler
2009,1000,City of Augusta,AR,Woodruff
2009,1002,City of Aurelia,IA,Cherokee
2009,1004,City of Aurora,SD,Brookings
2009,1009,Austin City of,MN,Mower
2009,1015,Austin Energy,TX,Travis
2009,1015,Austin Energy,TX,Williamson
2009,1024,Ava City of,MO,Douglas
2009,1024,Ava City of,MO,Lafayette
2009,1028,Town of Avilla,IN,Noble
2009,1033,City of Axtell,KS,Marshall
2009,1036,Town of Ayden,NC,Pitt
2009,1046,Aztec City of,NM,San Juan
2009,1050,City of Azusa,CA,Los Angeles
2009,1062,BARC Electric Coop Inc,VA,Alleghany
2009,1062,BARC Electric Coop Inc,VA,Augusta
2009,1062,BARC Electric Coop Inc,VA,Bath
2009,1062,BARC Electric Coop Inc,VA,Highland
2009,1062,BARC Electric Coop Inc,VA,Rockbridge
2009,1080,City of Badger,SD,Kingsbury
2009,1101,Bagley Public Utilities Comm,MN,Clearwater
2009,1119,Town of Bainbridge,IN,Putnam
2009,1148,City of Baldwin City,KS,Douglas
2009,1149,Baldwin County El Member Corp,AL,Baldwin
2009,1149,Baldwin County El Member Corp,AL,Monroe
2009,1167,Baltimore Gas & Electric Co,MD,Anne Arundel
2009,1167,Baltimore Gas & Electric Co,MD,Baltimore
2009,1167,Baltimore Gas & Electric Co,MD,Balto. City
2009,1167,Baltimore Gas & Electric Co,MD,Calvert
2009,1167,Baltimore Gas & Electric Co,MD,Carroll
2009,1167,Baltimore Gas & Electric Co,MD,Harford
2009,1167,Baltimore Gas & Electric Co,MD,Howard
2009,1167,Baltimore Gas & Electric Co,MD,Montgomery
2009,1167,Baltimore Gas & Electric Co,MD,Prince Georg
2009,1169,Bailey County Elec Coop Assn,TX,Bailey
2009,1169,Bailey County Elec Coop Assn,TX,Castro
2009,1169,Bailey County Elec Coop Assn,TX,Cochran
2009,1169,Bailey County Elec Coop Assn,TX,Lamb
2009,1169,Bailey County Elec Coop Assn,TX,Parmer
2009,1170,Bamberg Board of Public Works,SC,Bamberg
2009,1172,Bancroft Municipal Utilities,IA,Kossuth
2009,1175,"Bandera Electric Coop, Inc",TX,Bandera
2009,1175,"Bandera Electric Coop, Inc",TX,Bexar
2009,1175,"Bandera Electric Coop, Inc",TX,Kendall
2009,1175,"Bandera Electric Coop, Inc",TX,Kerr
2009,1175,"Bandera Electric Coop, Inc",TX,Medina
2009,1175,"Bandera Electric Coop, Inc",TX,Real
2009,1175,"Bandera Electric Coop, Inc",TX,Uvalde
2009,1176,City of Bandon,OR,Coos
2009,1176,City of Bandon,OR,Curry
2009,1179,Bangor Hydro-Electric Co,ME,Aroostook
2009,1179,Bangor Hydro-Electric Co,ME,Hancock
2009,1179,Bangor Hydro-Electric Co,ME,Penobscot
2009,1179,Bangor Hydro-Electric Co,ME,Piscataquis
2009,1179,Bangor Hydro-Electric Co,ME,Waldo
2009,1179,Bangor Hydro-Electric Co,ME,Washington
2009,1181,Bangor City of,WI,La Crosse
2009,1181,Bangor City of,WI,Monroe
2009,1192,Banning City of,CA,Riverside
2009,1196,Village of Baraga,MI,Baraga
2009,1201,Barbourville Utility Comm,KY,Knox
2009,1205,City of Bardwell,KY,Carlisle
2009,1208,Town of Bargersville,IN,Johnson
2009,1232,City of Barnesville,GA,Lamar
2009,1233,City of Barnesville,MN,Clay
2009,1251,Barron Electric Coop,WI,Barron
2009,1251,Barron Electric Coop,WI,Burnett
2009,1251,Barron Electric Coop,WI,Chippewa
2009,1251,Barron Electric Coop,WI,Dunn
2009,1251,Barron Electric Coop,WI,Polk
2009,1251,Barron Electric Coop,WI,Rusk
2009,1251,Barron Electric Coop,WI,Sawyer
2009,1251,Barron Electric Coop,WI,Washburn
2009,1273,"Bartlett Electric Coop, Inc",TX,Bell
2009,1273,"Bartlett Electric Coop, Inc",TX,Burleson
2009,1273,"Bartlett Electric Coop, Inc",TX,Milam
2009,1273,"Bartlett Electric Coop, Inc",TX,Williamson
2009,1276,"Barrow Utils & Elec Coop, Inc",AK, North Slope Borough
2009,1278,City of Barron,WI,Barron
2009,1279,Barry Electric Coop,MO,Barry
2009,1279,Barry Electric Coop,MO,McDonald
2009,1283,Bartholomew County Rural E M C,IN,Bartholomew
2009,1283,Bartholomew County Rural E M C,IN,Decatur
2009,1283,Bartholomew County Rural E M C,IN,Jackson
2009,1283,Bartholomew County Rural E M C,IN,Jennings
2009,1287,City of Bartlett,TX,Bell
2009,1287,City of Bartlett,TX,Williamson
2009,1299,"Barton Village, Inc",VT,Orleans
2009,1300,Bartow City of,FL,Polk
2009,1301,"Barton County Elec Coop, Inc",MO,Barton
2009,1301,"Barton County Elec Coop, Inc",MO,Cedar
2009,1301,"Barton County Elec Coop, Inc",MO,Dade
2009,1301,"Barton County Elec Coop, Inc",MO,Jasper
2009,1301,"Barton County Elec Coop, Inc",MO,Vernon
2009,1324,City of Bastrop,TX,Bastrop
2009,1325,City of Batavia,IL,Kane
2009,1326,Village of Bartley,NE,Red Willow
2009,1343,Bath Electric Gas & Water Sys,NY,Steuben
2009,1346,City of Battle Creek,NE,Madison
2009,1353,City of Baudette,MN,Lake of the Woods
2009,1366,City of Bay City,MI,Bay
2009,1367,"Bayfield Electric Coop, Inc",MI,Gogebic
2009,1367,"Bayfield Electric Coop, Inc",WI,Ashland
2009,1367,"Bayfield Electric Coop, Inc",WI,Bayfield
2009,1367,"Bayfield Electric Coop, Inc",WI,Douglas
2009,1367,"Bayfield Electric Coop, Inc",WI,Iron
2009,1367,"Bayfield Electric Coop, Inc",WI,Sawyer
2009,1367,"Bayfield Electric Coop, Inc",WI,Vilas
2009,1374,City of Bayard,NE,Morrill
2009,1386,Village of Beach City,OH,Stark
2009,1386,Village of Beach City,OH,Tuscarawas
2009,1387,City of Benham,KY,Harlan
2009,1417,"Beartooth Electric Coop, Inc",MT,Carbon
2009,1417,"Beartooth Electric Coop, Inc",MT,Stillwater
2009,1417,"Beartooth Electric Coop, Inc",MT,Sweet Grass
2009,1417,"Beartooth Electric Coop, Inc",WY,Park
2009,1427,Beatrice City of,NE,Gage
2009,1434,Beaver City Corporation,UT,Beaver
2009,1435,City of Beaver City,NE,Furnas
2009,1456,City of Bedford,VA,Bedford
2009,1458,"Beauregard Electric Coop, Inc",LA,Allen
2009,1458,"Beauregard Electric Coop, Inc",LA,Beauregard
2009,1458,"Beauregard Electric Coop, Inc",LA,Calcasieu
2009,1458,"Beauregard Electric Coop, Inc",LA,Evangeline
